,tamanio,autovalores,autovalorMax,autovalorMin,rangoAutovalores
579,"(20, 20)","[7.02953636e+05 2.92004495e+04 2.46665671e+04 2.19554053e+04
 2.08266682e+04 2.07005518e+04 1.46106448e+04 1.25893295e+04
 9.24226943e+03 8.74777549e+03 6.09308292e+03 5.08289815e+03
 4.81865725e+03 3.43947900e+03 2.25464188e+03 1.28233771e+03
 1.03080493e+03 7.64813425e+02 4.97423278e+00 7.02932372e+01]",702953.6358384934,4.974232775240793,702948.6616057181
580,"(20, 20)","[7.05570724e+05 3.57986751e+04 3.22399464e+04 2.34467661e+04
 2.27189880e+04 1.86331058e+04 1.54945256e+04 1.18904390e+04
 9.96683859e+03 8.04524859e+03 7.13668082e+03 6.02840636e+03
 5.07442442e+03 4.41213821e+03 1.72311633e+03 1.07770174e+03
 9.76650719e+02 1.07313558e+02 2.04320221e+01 1.68309472e-01]",705570.7242816858,0.16830947187859308,705570.5559722139
581,"(20, 20)","[7.48624166e+05 2.99392037e+04 2.47178980e+04 2.13865834e+04
 1.98167759e+04 1.58805142e+04 1.42006925e+04 1.23526503e+04
 1.14180794e+04 8.14390985e+03 7.41888101e+03 6.27221670e+03
 5.63353674e+03 3.44254091e+03 2.58199131e+03 1.76006544e+03
 1.09743492e+01 9.64924645e+01 7.21045937e+02 8.88341203e+02]",748624.1655986602,10.974349205095459,748613.1912494551
582,"(20, 20)","[6.78300592e+05 3.50461477e+04 2.96541308e+04 2.69550882e+04
 2.25197618e+04 1.82663891e+04 1.48165317e+04 1.26986798e+04
 1.01293259e+04 8.90823014e+03 7.42602081e+03 5.84484394e+03
 4.72253311e+03 2.58199667e+03 2.10402025e+03 1.33742713e+02
 1.95457559e+02 6.04749897e+02 1.37854622e+03 9.93867233e+02]",678300.5919335024,133.74271334726166,678166.849220155
583,"(20, 20)","[7.11196837e+05 3.47199222e+04 2.56985435e+04 2.39596249e+04
 2.31918354e+04 2.11147826e+04 1.72516215e+04 1.38610471e+04
 1.22498527e+04 9.82695037e+03 7.60833201e+03 6.44407700e+03
 3.94607326e+03 4.15883109e+03 2.34161107e+03 1.68572723e+03
 9.95614042e+02 4.25827245e+02 9.46922298e-01 2.18217474e+01]",711196.8373400175,0.9469222984966614,711195.890417719
584,"(20, 20)","[7.24759276e+05 3.40195751e+04 2.93574022e+04 2.68180702e+04
 2.13701393e+04 1.89020175e+04 1.63264757e+04 1.35082958e+04
 1.30117748e+04 9.83871156e+03 7.35330908e+03 6.23558954e+03
 4.51013417e+03 3.55184837e+03 1.29924855e+03 1.36330468e+01
 1.26126532e+02 6.23977669e+02 3.92028686e+02 2.91745425e+03]",724759.2759104634,13.633046811558433,724745.6428636519
585,"(20, 20)","[7.37462588e+05 4.39353461e+04 3.62029603e+04 2.66558048e+04
 2.22936524e+04 2.11120626e+04 1.53046338e+04 1.33196463e+04
 1.22088229e+04 9.88638154e+03 8.76944261e+03 7.57199864e+03
 3.96979608e+03 2.79247370e+03 2.30030322e+03 1.16676707e+03
 1.21057340e+03 3.42549604e+02 5.58618972e+00 4.42707676e+01]",737462.5879275247,5.58618971529115,737457.0017378094
586,"(20, 20)","[7.15509922e+05 4.68966802e+04 3.49274964e+04 2.99028334e+04
 2.73596919e+04 2.00950128e+04 1.68045032e+04 1.14290520e+04
 1.04551051e+04 8.78252886e+03 7.60782985e+03 5.49399921e+03
 4.55879285e+03 4.21493989e+03 2.96435644e+03 1.93322952e+03
 9.63651493e+02 2.61762663e+02 3.10945575e-01 8.33422879e+01]",715509.9219876113,0.3109455749892871,715509.6110420363
587,"(20, 20)","[7.64759643e+05 4.19336075e+04 3.90109829e+04 3.15875545e+04
 2.42695911e+04 2.40994258e+04 1.89597320e+04 1.66475943e+04
 1.50616849e+04 9.80120507e+03 8.53912296e+03 7.10515847e+03
 5.07714417e+03 2.65593568e+03 2.23621849e+03 1.66736844e+03
 2.83582311e-01 2.53627202e+02 8.35280676e+02 6.26892072e+02]",764759.6434405906,0.28358231051158306,764759.35985828
588,"(20, 20)","[8.05052570e+05 3.87378224e+04 2.98059279e+04 2.70871895e+04
 2.82003397e+04 2.11248243e+04 1.74929273e+04 1.58858284e+04
 1.45011115e+04 1.08602168e+04 7.34038137e+03 6.95091564e+03
 3.46438945e+03 3.12280932e+03 2.71802462e+03 1.76586053e+03
 6.23398977e+02 4.01034584e+02 1.62864339e+00 4.86287717e+01]",805052.5700810828,1.6286433912774587,805050.9414376915
589,"(20, 20)","[8.85106164e+05 4.54366810e+04 3.26934721e+04 2.99928807e+04
 2.57450668e+04 2.21694803e+04 1.95306829e+04 1.53277433e+04
 1.26589645e+04 1.01378754e+04 8.14042068e+03 6.49008436e+03
 5.74880446e+03 3.54974560e+03 2.60359515e+03 4.06745436e+00
 1.85282792e+02 1.64750041e+03 1.19111432e+03 8.99150756e+02]",885106.1644992111,4.067454360802745,885102.0970448504
590,"(20, 20)","[8.57803713e+05 4.08193292e+04 3.82854464e+04 3.39058787e+04
 2.47123252e+04 2.12969862e+04 1.75164751e+04 1.59613735e+04
 1.34229617e+04 1.11294624e+04 8.95648241e+03 7.55048520e+03
 5.44813266e+03 3.45423414e+03 3.02501458e+03 5.50336074e+01
 2.25182529e+02 1.22445288e+03 1.07502046e+03 6.73508477e+02]",857803.7125536024,55.033607363544576,857748.6789462388
591,"(20, 20)","[9.81662051e+05 4.20933007e+04 3.32999729e+04 2.87296916e+04
 2.76429516e+04 2.65259853e+04 1.66379007e+04 1.53012846e+04
 1.30144757e+04 1.22131450e+04 1.07775418e+04 8.19587832e+03
 6.06824815e+03 3.78561941e+03 2.52300597e+03 1.82708144e+03
 1.03798769e+03 3.94527988e+02 3.75027188e+01 1.65744540e+02]",981662.0509095029,37.50271881831201,981624.5481906846
592,"(20, 20)","[8.89294355e+05 4.87123876e+04 3.65891688e+04 3.26318946e+04
 2.42659969e+04 2.28250097e+04 1.98719633e+04 1.68880214e+04
 1.32068341e+04 1.08362245e+04 9.95867340e+03 7.86617277e+03
 6.07883898e+03 4.29470708e+03 3.05340386e+03 1.13082901e+03
 8.34144781e+02 1.10427469e+02 7.04677693e+00 5.49296442e+01]",889294.3548685615,7.046776934198713,889287.3080916273
593,"(20, 20)","[8.96316773e+05 4.57995949e+04 4.00158258e+04 3.65277964e+04
 2.73787105e+04 2.09817961e+04 1.64225412e+04 1.45783552e+04
 1.28100981e+04 1.02934685e+04 9.43704360e+03 7.72740109e+03
 5.20729369e+03 4.57455189e+03 3.01897225e+03 1.76418472e+03
 2.49955373e+00 1.04959633e+03 2.82680606e+02 5.78513219e+02]",896316.7732310238,2.4995537278341757,896314.273677296
594,"(20, 20)","[1.02405349e+06 4.78288706e+04 4.12034148e+04 2.56877404e+04
 2.46497104e+04 2.23842425e+04 1.72110689e+04 1.49099103e+04
 1.42193980e+04 1.05662216e+04 8.55056085e+03 3.17650468e+01
 1.27304127e+02 5.04159338e+02 8.00441252e+02 2.51916738e+03
 3.58974580e+03 4.95608630e+03 6.95240876e+03 6.04687427e+03]",1024053.4938191995,31.765046800535778,1024021.728772399
595,"(20, 20)","[9.85350740e+05 5.23224179e+04 4.54920571e+04 3.67782417e+04
 2.93667623e+04 2.37867240e+04 1.98533584e+04 1.56344475e+04
 1.59837016e+04 1.09209354e+04 9.12130068e+03 7.64409260e+03
 4.43004889e+03 3.84329114e+03 2.28512173e+03 1.22978849e+03
 6.39648165e-01 6.46099172e+02 2.64960927e+02 3.68807181e+02]",985350.7397730267,0.6396481648292889,985350.1001248618
596,"(20, 20)","[9.18550654e+05 5.09418461e+04 3.97141491e+04 3.52474239e+04
 3.01496230e+04 2.67151757e+04 2.50726455e+04 1.89750926e+04
 1.76785043e+04 5.02028845e-01 4.45770424e+02 6.83139897e+02
 2.31292100e+03 3.07719463e+03 4.36126633e+03 6.27546204e+03
 8.63428636e+03 1.18440001e+04 1.12996262e+04 1.07094308e+04]",918550.6541951752,0.5020288452378499,918550.1521663299
597,"(20, 20)","[1.02494665e+06 4.20516364e+04 3.76267474e+04 3.37717543e+04
 3.09850797e+04 2.53708890e+04 2.32308087e+04 1.92516631e+04
 1.67824832e+04 1.16966332e+04 1.06909193e+04 8.26213861e+03
 5.30369431e+03 4.91367653e+03 2.88333023e+03 2.05900960e+03
 6.60511463e+02 4.20661985e+02 5.72779626e+01 1.60844961e+02]",1024946.6477769098,57.277962627609774,1024889.3698142822
598,"(20, 20)","[1.02719066e+06 5.53489573e+04 4.94083368e+04 4.31268108e+04
 3.49335437e+04 2.99301806e+04 2.10648221e+04 1.91715217e+04
 1.42983516e+04 1.14305798e+04 1.03854849e+04 8.68095691e+03
 6.55079212e+03 5.27941086e+03 3.31760260e+03 2.46757284e+03
 1.22836942e+03 6.70307235e+01 2.18588580e+02 5.02739030e+02]",1027190.6589805972,67.03072352586699,1027123.6282570713
599,"(20, 20)","[9.96323607e+05 5.84779749e+04 4.23066665e+04 4.01371299e+04
 3.08803535e+04 2.58952414e+04 2.08126804e+04 1.64836681e+04
 1.42016910e+04 1.25713210e+04 8.18485287e+03 6.44322693e+03
 6.12516987e+03 1.05880487e+01 1.42711741e+02 4.54736768e+02
 4.07230598e+03 3.17275511e+03 1.86669529e+03 2.09399985e+03]",996323.6069233848,10.588048714923588,996313.0188746699
600,"(50, 50)","[6.16817953e+02 1.46024248e+01 1.34176078e+01 1.24775107e+01
 1.19011896e+01 1.09690409e+01 9.86303873e+00 8.90070624e+00
 8.42370734e+00 7.84420456e+00 7.76138391e+00 7.05841113e+00
 6.74698699e+00 6.58580514e+00 5.95902927e+00 5.62216948e+00
 5.34884944e+00 5.10061698e+00 4.45649622e+00 4.34795660e+00
 4.24423597e+00 3.99860709e+00 3.59204830e+00 3.49633600e+00
 3.41056821e+00 2.85362880e+00 2.67917164e+00 2.41475488e+00
 2.34365829e+00 1.94071274e+00 1.66605506e+00 1.42971982e+00
 1.27449050e+00 1.26651560e+00 1.04560214e+00 9.03507389e-01
 7.70597273e-01 7.22488423e-01 5.70341434e-01 4.60562504e-01
 4.28235885e-01 3.83149438e-01 2.44360594e-01 1.90851921e-01
 1.39430789e-01 2.13462506e-03 4.60144611e-03 2.51467486e-02
 6.53865027e-02 5.00175072e-02]",616.8179529248672,0.0021346250559740256,616.8158182998112
601,"(50, 50)","[2.62893942e+03 6.13625984e+01 5.29957709e+01 4.59280050e+01
 4.30356496e+01 4.06129401e+01 4.00040222e+01 3.83200172e+01
 3.48022301e+01 3.35339926e+01 3.20069770e+01 2.85713876e+01
 2.70147191e+01 2.56407788e+01 2.48282135e+01 2.30295338e+01
 2.24239218e+01 2.05606004e+01 2.02837167e+01 1.77392785e+01
 1.69811479e+01 1.51463555e+01 1.38816653e+01 1.33709640e+01
 1.21709588e+01 1.07866815e+01 1.04794467e+01 9.39627273e+00
 8.53077946e+00 7.88042554e+00 6.37417508e+00 6.04645539e+00
 5.37158359e+00 4.53570531e+00 3.64757226e+00 3.23426534e+00
 3.04710281e+00 2.67762573e+00 2.33614106e+00 1.92464787e+00
 1.60894494e+00 1.17634647e+00 8.76016274e-01 7.86682005e-01
 1.73707613e-03 4.19545679e-02 1.10435458e-01 5.31190065e-01
 2.63593737e-01 3.53179673e-01]",2628.9394238617806,0.0017370761261047644,2628.9376867856545
602,"(50, 50)","[5.71284341e+03 1.34048572e+02 1.23583300e+02 1.14337140e+02
 1.10297196e+02 9.98070014e+01 9.20733040e+01 8.93816900e+01
 8.29312780e+01 7.47141427e+01 7.30281107e+01 6.79540298e+01
 6.41326637e+01 5.54605360e+01 5.38680897e+01 4.86792696e+01
 4.64475915e+01 4.40574883e+01 4.36365223e+01 3.63675158e+01
 3.23273950e+01 3.11790760e+01 2.91018555e+01 2.85317757e+01
 2.71627100e+01 2.54539541e+01 2.15384187e+01 1.85128271e+01
 1.69009228e+01 1.59202731e+01 1.43469959e+01 1.24982046e+01
 1.16279724e+01 1.00798206e+01 9.54139019e+00 7.41003377e+00
 6.39590711e+00 6.94526937e+00 5.24874587e+00 5.05580644e+00
 3.81935934e+00 2.91997607e+00 2.32633580e+00 2.07841819e+00
 1.40556139e+00 6.31604029e-01 1.69978404e-01 6.15511181e-03
 6.13914436e-02 3.99229798e-02]",5712.843409103795,0.006155111805100347,5712.83725399199
603,"(50, 50)","[1.01222841e+04 2.41574152e+02 2.26283735e+02 2.13563991e+02
 2.08620715e+02 1.72480638e+02 1.69952318e+02 1.59239170e+02
 1.46156681e+02 1.36300551e+02 1.31538737e+02 1.22111355e+02
 1.16982253e+02 1.16097139e+02 9.88679239e+01 9.40737997e+01
 8.56748920e+01 8.35869162e+01 6.97489566e+01 6.49501830e+01
 6.36741582e+01 5.78035554e+01 5.63598745e+01 5.10229983e+01
 4.90629681e+01 4.42659003e+01 3.95521345e+01 3.65014310e+01
 3.19115878e+01 2.93712283e+01 2.58602858e+01 2.35760245e+01
 2.23828760e+01 2.05566921e+01 1.53539711e+01 1.30948259e+01
 1.22211635e+01 1.09668913e+01 8.66194678e+00 6.04828727e+00
 5.59518516e+00 3.64447770e+00 3.12958393e+00 2.56599402e+00
 1.99472080e+00 7.77869736e-03 1.16514576e-01 4.78470862e-01
 9.43009263e-01 1.00163498e+00]",10122.284105592887,0.007778697363685517,10122.276326895524
604,"(50, 50)","[1.54219650e+04 3.92549913e+02 3.43700257e+02 3.02090939e+02
 2.93760581e+02 2.77589884e+02 2.55112719e+02 2.39557169e+02
 2.11513024e+02 2.04713714e+02 1.96184182e+02 1.77640229e+02
 1.66376155e+02 1.53215273e+02 1.50424539e+02 1.38789076e+02
 1.29841862e+02 1.21737178e+02 1.12348930e+02 1.08046353e+02
 1.01993826e+02 9.12483332e+01 8.21787151e+01 7.87160347e+01
 7.16189363e+01 6.93318800e+01 6.27814015e+01 6.01201069e+01
 5.37069713e+01 5.04307757e+01 4.27338380e+01 4.12318035e+01
 3.71956505e+01 3.35610837e+01 2.46969137e+01 2.24628204e+01
 1.98670892e+01 1.76509361e+01 1.40938819e+01 1.03636482e+01
 9.09146130e+00 7.76706458e+00 6.26831265e+00 3.89521728e+00
 3.95019303e+00 2.26073586e+00 7.70374922e-03 7.19814135e-01
 4.73202689e-01 5.74992690e-01]",15421.964953413533,0.00770374922215667,15421.95724966431
605,"(50, 50)","[2.21998781e+04 5.79171108e+02 5.35228151e+02 4.82428206e+02
 4.30679674e+02 4.11359455e+02 3.87824723e+02 3.62330109e+02
 3.17005859e+02 3.09438755e+02 2.88750971e+02 2.68655384e+02
 2.61146905e+02 2.49930696e+02 2.32252441e+02 2.28938649e+02
 2.05304871e+02 1.92904285e+02 1.61607371e+02 1.51976363e+02
 1.44356995e+02 1.36122933e+02 1.15459308e+02 1.09204552e+02
 1.01872011e+02 9.57644327e+01 8.18284741e+01 7.50766500e+01
 6.78769219e+01 6.15584108e+01 5.38350443e+01 4.53843532e+01
 3.70503446e+01 3.50631322e+01 3.26121038e+01 2.82737965e+01
 2.67131552e+01 2.15815435e+01 2.00061721e+01 1.67060992e+01
 1.34917526e+01 1.15503925e+01 6.26684488e+00 5.75870554e+00
 3.24357514e+00 2.26310626e+00 8.04854491e-01 2.54253073e-04
 1.10477986e-01 2.12888809e-01]",22199.878109800014,0.0002542530732939847,22199.87785554694
606,"(50, 50)","[3.10583812e+04 7.40125710e+02 6.76774184e+02 6.17688910e+02
 5.94495476e+02 5.54794691e+02 4.91418258e+02 4.63996944e+02
 4.26964957e+02 4.00632382e+02 3.91562926e+02 3.44319365e+02
 3.14212458e+02 2.98387227e+02 2.82321643e+02 2.63622609e+02
 2.55127866e+02 2.28565107e+02 2.18886410e+02 2.11313341e+02
 1.87716319e+02 1.70581294e+02 1.60814090e+02 1.47712474e+02
 1.40701246e+02 1.23763130e+02 1.19415881e+02 1.04277015e+02
 1.02610293e+02 9.26641728e+01 8.83467744e+01 7.55872036e+01
 6.03465374e+01 5.46154635e+01 5.25735672e+01 3.87327654e+01
 3.31669365e+01 2.54363831e+01 2.31496660e+01 1.84872226e+01
 1.66552412e+01 1.18671993e+01 1.07373018e+01 4.36537198e-03
 1.70258094e-01 4.92926037e-01 1.41813581e+00 2.56063826e+00
 5.12438004e+00 4.75961044e+00]",31058.381179068223,0.004365371982135424,31058.376813696243
607,"(50, 50)","[3.96027035e+04 9.16697246e+02 8.15889720e+02 7.93898365e+02
 6.98210950e+02 6.40206760e+02 6.32483538e+02 5.70182737e+02
 5.45377638e+02 4.89351472e+02 4.82671112e+02 4.59620824e+02
 4.41081505e+02 4.16857979e+02 3.91695860e+02 3.88013734e+02
 3.41219870e+02 3.11969698e+02 3.03671039e+02 2.97334587e+02
 2.89409303e+02 2.55936111e+02 2.45916591e+02 2.04510346e+02
 1.96146561e+02 1.81016228e+02 1.76363328e+02 1.59813352e+02
 1.43917019e+02 1.27381968e+02 1.12705130e+02 1.07529196e+02
 9.70788469e+01 8.64371704e+01 7.75449542e+01 7.08013406e+01
 5.82048122e+01 5.43055386e+01 3.86703750e+01 3.31855322e+01
 2.49348216e+01 2.33922645e+01 1.30937969e-01 1.94598429e+00
 2.92560284e+00 3.77436620e+00 6.11505941e+00 1.12097870e+01
 1.43778072e+01 1.53636049e+01]",39602.70345008049,0.13093796908124195,39602.57251211141
608,"(50, 50)","[5.12675774e+04 1.29907457e+03 1.00356108e+03 9.46351426e+02
 9.20822052e+02 8.65546776e+02 8.09862571e+02 7.55761686e+02
 7.21568835e+02 6.90307342e+02 6.30293523e+02 5.97734231e+02
 5.31343324e+02 5.12151305e+02 4.53625790e+02 4.44238055e+02
 4.39156829e+02 3.92136374e+02 3.70368387e+02 3.62886586e+02
 3.31032690e+02 3.13733386e+02 2.94930960e+02 2.52240251e+02
 2.42270995e+02 2.32921559e+02 2.00690595e+02 1.76838294e+02
 1.59824435e+02 1.56581592e+02 1.39776037e+02 1.10870402e+02
 1.11880450e+02 9.28344913e+01 7.83843813e+01 6.98090786e+01
 6.58296325e+01 5.48492074e+01 4.88447835e+01 3.48806321e+01
 2.98823778e+01 2.21832361e+01 1.61323848e+01 1.00613923e+01
 1.09501476e-01 4.01678059e-01 2.69445777e+00 4.31269646e+00
 7.44217136e+00 5.95910001e+00]",51267.57735284112,0.10950147565476714,51267.467851365465
609,"(50, 50)","[6.46601797e+04 1.73985475e+03 1.34786469e+03 1.27028248e+03
 1.23055871e+03 1.12024412e+03 1.05367477e+03 9.95793264e+02
 9.50396687e+02 8.60544428e+02 8.13081238e+02 7.04777396e+02
 6.44483955e+02 6.29369257e+02 5.78263651e+02 5.65965087e+02
 5.36526920e+02 4.91159567e+02 4.50670300e+02 3.98937879e+02
 3.60803065e+02 3.44257338e+02 3.29407294e+02 3.13089360e+02
 2.68177494e+02 2.46386861e+02 2.33298466e+02 2.19551318e+02
 2.07498369e+02 1.72133803e+02 1.42748250e+02 1.35722315e+02
 1.38113700e+02 1.09028207e+02 9.63496092e+01 8.75175408e+01
 8.45329578e+01 7.53375793e+01 4.75827692e+01 4.29165239e+01
 3.98728856e+01 3.33071357e+01 2.59432247e+01 2.16345737e+01
 1.07966300e+01 7.29109825e+00 3.61294595e+00 1.10224961e+00
 1.87072587e-01 5.15720426e-02]",64660.17970180709,0.051572042583432405,64660.128129764504
610,"(50, 50)","[7.54823038e+04 1.82212658e+03 1.60397495e+03 1.53777997e+03
 1.40370976e+03 1.23899805e+03 1.22148797e+03 1.14632345e+03
 9.89802406e+02 9.97994997e+02 9.17816150e+02 7.87552119e+02
 7.59007295e+02 7.14752742e+02 6.76271467e+02 6.53941466e+02
 6.22770793e+02 5.68553586e+02 5.47226695e+02 4.86756806e+02
 4.77998201e+02 4.24268104e+02 4.09330069e+02 3.46973005e+02
 3.32178798e+02 3.10679204e+02 2.94738231e+02 2.89873175e+02
 2.54915530e+02 2.41460144e+02 2.13307792e+02 1.96907893e+02
 1.70430514e+02 1.25173423e+02 1.11224629e+02 1.03127391e+02
 8.42909193e+01 7.31736639e+01 6.09998142e+01 5.16436365e+01
 8.29712538e-03 5.90686732e-01 1.09665515e+00 3.38750140e+00
 7.57819175e+00 1.07032620e+01 1.77737787e+01 3.67656623e+01
 3.20503637e+01 3.22073174e+01]",75482.30381060953,0.008297125378066705,75482.29551348416
611,"(50, 50)","[9.10633536e+04 2.10155233e+03 1.88670772e+03 1.62965912e+03
 1.53759302e+03 1.49638319e+03 1.43666198e+03 1.40729654e+03
 1.22385958e+03 1.16894174e+03 1.09977952e+03 9.97525596e+02
 9.26827331e+02 8.78457156e+02 8.46475531e+02 7.96540205e+02
 7.44503137e+02 6.80880710e+02 6.33205627e+02 5.88675348e+02
 5.46404769e+02 5.16731515e+02 4.90747907e+02 4.71991949e+02
 4.29334245e+02 4.03547862e+02 3.48127098e+02 3.22958837e+02
 2.93736512e+02 2.54555390e+02 2.24719193e+02 2.08534422e+02
 1.93639276e+02 1.80240087e+02 1.51463585e+02 1.38968266e+02
 1.34011978e+02 1.01972329e+02 9.50199259e+01 7.88750017e+01
 6.39042583e+01 4.53642990e+01 1.15072649e-01 4.92697322e+00
 8.83416035e+00 3.20119158e+01 1.48342049e+01 2.54408106e+01
 2.29725375e+01 2.15710470e+01]",91063.35358103228,0.11507264881737038,91063.23850838347
612,"(50, 50)","[1.09837313e+05 2.68151285e+03 2.23431421e+03 2.13281450e+03
 1.97522852e+03 1.86920889e+03 1.64691481e+03 1.55603192e+03
 1.53689593e+03 1.47939970e+03 1.36598963e+03 1.27945944e+03
 1.21020952e+03 1.15802660e+03 1.03698692e+03 9.32608375e+02
 9.05964019e+02 8.81723526e+02 8.51954193e+02 7.49154749e+02
 7.09049679e+02 6.55682235e+02 6.22217675e+02 5.94314735e+02
 5.38990582e+02 5.09091385e+02 4.34603716e+02 3.60707541e+02
 3.41220781e+02 3.20323749e+02 2.95086349e+02 2.51963615e+02
 2.28196041e+02 1.88618016e+02 1.78978551e+02 1.20982358e+02
 1.07145414e+02 9.10380310e+01 7.38561145e+01 6.42637947e+01
 5.41819473e+01 3.78665553e+01 3.26107740e+01 2.68744264e+01
 1.61354011e+01 8.37888080e+00 4.59307793e+00 8.78874024e-01
 2.47677198e-01 3.50672835e-01]",109837.31303233033,0.24767719848808,109837.06535513184
613,"(50, 50)","[1.25721311e+05 2.97025699e+03 2.40036910e+03 2.32489706e+03
 2.20805499e+03 2.16115295e+03 1.99789752e+03 1.81452526e+03
 1.74656605e+03 1.69057060e+03 1.48831338e+03 1.43672835e+03
 1.31992998e+03 1.22394591e+03 1.20891272e+03 1.17872655e+03
 1.05101699e+03 9.84916949e+02 9.26592458e+02 8.47210333e+02
 7.73649136e+02 7.92332244e+02 6.94920294e+02 6.37137270e+02
 6.20826996e+02 5.57974980e+02 5.20339068e+02 4.64674024e+02
 4.48171414e+02 3.51413710e+02 3.25329495e+02 2.82861885e+02
 2.75052816e+02 2.33552960e+02 1.97739149e+02 8.41600943e+00
 1.57169476e+00 4.64355429e-01 2.94491723e-04 2.29059831e+01
 3.31762206e+01 4.43674718e+01 6.34758897e+01 7.31074789e+01
 1.04132816e+02 1.08516967e+02 1.63625806e+02 1.55047493e+02
 1.46510836e+02 1.41511858e+02]",125721.31124077347,0.0002944917225014467,125721.31094628175
614,"(50, 50)","[1.44131816e+05 3.30224228e+03 3.11029104e+03 2.90665961e+03
 2.73271606e+03 2.60994279e+03 2.20666824e+03 2.08775963e+03
 1.93182345e+03 1.84697505e+03 1.76268865e+03 1.65724527e+03
 1.53666269e+03 1.46979940e+03 1.29790073e+03 1.27131884e+03
 1.21803334e+03 1.15578107e+03 1.09470983e+03 1.01450945e+03
 9.59129238e+02 8.27929963e+02 7.56753414e+02 7.12823662e+02
 6.25568948e+02 5.46609065e+02 5.32659448e+02 4.61280248e+02
 4.40301893e+02 3.89423192e+02 3.64537551e+02 3.41120337e+02
 3.09369675e+02 2.80567738e+02 2.44036621e+02 2.25924999e+02
 2.07624290e+02 1.53258858e+02 1.06768753e+02 1.02156332e+02
 7.91607787e+01 6.41693116e+01 5.08020879e+01 3.51279736e-02
 1.48327557e+00 4.94765673e+00 3.19719131e+01 2.86973147e+01
 2.36789889e+01 1.42607751e+01]",144131.81560978817,0.03512797359893087,144131.78048181458
615,"(50, 50)","[1.55218488e+05 3.64088142e+03 3.30241193e+03 3.23987446e+03
 2.87784169e+03 2.56583480e+03 2.50616800e+03 2.36403547e+03
 2.22226393e+03 2.14168492e+03 2.02878096e+03 1.94030863e+03
 1.78994057e+03 1.71351520e+03 1.63489959e+03 1.53086625e+03
 1.30555881e+03 1.21356832e+03 1.20362287e+03 1.07979079e+03
 9.91698112e+02 8.98758732e+02 8.51480122e+02 7.82503070e+02
 7.10201755e+02 7.64635413e+02 7.52469605e+02 5.45036717e+02
 5.18890306e+02 4.70697279e+02 4.27992358e+02 3.85778129e+02
 3.13283147e+02 2.63434245e+02 2.53733575e+02 2.06441753e+02
 1.96233090e+02 1.52646182e+02 1.49440659e+02 1.09211802e+02
 7.69381987e+01 7.40057200e+01 5.74594336e+01 4.60075568e+01
 2.75718788e+01 1.79981363e+01 1.24920472e+01 2.19718635e-01
 3.87054776e+00 4.40620045e+00]",155218.48758194846,0.21971863469750252,155218.26786331375
616,"(50, 50)","[1.81014510e+05 4.24985508e+03 4.01115147e+03 3.80897279e+03
 3.32289622e+03 3.18349293e+03 2.98470362e+03 2.72007786e+03
 2.56406644e+03 2.39316976e+03 2.16404439e+03 2.08210051e+03
 1.91240674e+03 1.85932786e+03 1.68437951e+03 1.61325099e+03
 1.38234215e+03 1.37046392e+03 1.29333348e+03 1.17873364e+03
 1.07699700e+03 1.01590721e+03 9.86108491e+02 8.67147028e+02
 8.10421809e+02 7.62432721e+02 7.42367792e+02 7.06547500e+02
 6.44181263e+02 5.84475864e+02 5.17515088e+02 4.38300526e+02
 3.56211202e+02 3.11244419e+02 2.72445151e+02 2.17388751e+02
 1.89797817e+02 1.76433168e+02 1.46616722e+02 1.34443607e+02
 1.06330301e+02 7.64376653e+01 6.59282386e+01 4.65939945e+01
 2.54311052e+01 2.17363767e+01 4.59643295e-01 4.45909917e+00
 5.98801648e+00 1.06355975e+01]",181014.5098081029,0.4596432954471224,181014.05016480747
617,"(50, 50)","[2.04515526e+05 4.62588507e+03 4.43400835e+03 3.82096602e+03
 3.58755713e+03 3.50923008e+03 3.20291119e+03 3.07880819e+03
 2.80404373e+03 2.63568450e+03 2.42681210e+03 2.31903356e+03
 2.18465730e+03 2.13842305e+03 1.97165867e+03 1.82347669e+03
 1.69446763e+03 1.61149655e+03 1.49912194e+03 1.39909641e+03
 1.16934325e+03 1.11889053e+03 1.06914671e+03 1.04049504e+03
 9.20711034e+02 7.96999879e+02 8.10504198e+02 6.83021919e+02
 6.16909012e+02 5.72572919e+02 5.29885607e+02 4.61230772e+02
 7.06497474e+00 1.43201385e-01 5.31328433e-02 1.89450232e+01
 2.96154679e+01 4.42850000e+01 5.12119093e+01 7.71621439e+01
 1.02131438e+02 1.22235675e+02 1.48196392e+02 1.91285733e+02
 2.22406590e+02 2.77309583e+02 2.82628582e+02 3.96396937e+02
 4.06815833e+02 3.54416897e+02]",204515.52595348057,0.05313284329207359,204515.47282063728
